17:PROTX1@nn@RNAi@nsubj@influence@dobj@expression@nn@PROTX2	DLX4	Bax
29248:PROTX1@prep_of@Use@prep_with@PROTX2	DX	breast cancer
29249:PROTX1@nsubj@predict@dobj@risk@prep_of@recurrence@nn@PROTX2	DX	breast cancer
29253:PROTX1@nn@depletion@nsubj@reduced@dobj@)@nn@PROTX2	CD24	TFPI-2
29254:PROTX1@prep_of@Over-expression@nsubj@resulted@prep_in@expression@nn@PROTX2	CD24	TFPI-2
29256:PROTX1@prep_of@silencing@amod@similar@prep_to@PROTX2	c-Src	CD24
29260:PROTX1@nsubj@regulate@dobj@invasion@prep_via@PROTX2	CD24	TFPI-2
29264:PROTX1@nsubjpass@evaluated@prep_in@vivo@prep_of@tumor@nn@PROTX2	MUT-DS	HER2-positive
29269:PROTX1@amod@ZHER2:342@prep_with@PROTX2	cold	64Cu-DOTA-MUT-DS
29271:PROTX1@appos@probes@nsubj@promising@dobj@probes@prep_for@tumor@nn@PROTX2	DOTA-MUT-DS	HER2-positive
29282:PROTX1@prep_of@Expression@nsubjpass@regulated@agent@PROTX2	BAG1	MYC
29300:PROTX1@prep_between@association@nsubj@substantiates@dobj@role@prep_of@PROTX2	BNIP3	BNIP3
29302:PROTX1@prep_of@inactivation@nsubj@leads@prep_to@carcinogenesis@nn@PROTX2	BRCA1	breast
29307:PROTX1@nsubj@accelerate@dobj@carcinogenesis@nn@PROTX2	BRCA1	breast
29312:PROTX1@nsubj@increased@dobj@properties@prep_in@cells@nn@PROTX2	NUCB2	SK-BR-3
29313:PROTX1@nsubjpass@upregulated@prep_in@carcinomas@nn@PROTX2	NUCB2	breast
29315:PROTX1@nn@deletion@nsubj@identified@prep_with@PROTX2	BRCA1	breast cancer
29320:PROTX1@nn@counterpart@appos@leading@prep_to@oncogene@nn@PROTX2	breast	ETV6-NTRK3
29327:PROTX1@nsubj@play@prep_in@susceptibility@nn@PROTX2	PALB2	PC
29333:PROTX1@amod@screen@prep_of@PROTX2	RAD51C	breast
29349:PROTX1@nn@)@nsubj@serves@prep_for@prevention@prep_of@PROTX2	TAM	breast cancer
29374:PROTX1@xsubj@collaborate@prep_with@function@nn@PROTX2	BRCA2	HR
29376:PROTX1@amod@model@prep_of@PROTX2	Myc-inducible	breast cancer
29380:PROTX1@nsubj@was@prep_in@intron@prep_of@gene@amod@PROTX2	SNP	FGFR2
29389:PROTX1@nsubj@target@prep_in@therapy@prep_of@PROTX2	CD59	breast cancer
29400:PROTX1@nsubj@play@dobj@role@prep_in@progression@nn@PROTX2	EpCAM	breast cancer
29406:PROTX1@nsubj@contained@dobj@PROTX2	core	CCND1
29417:PROTX1@xsubj@interact@prep_with@)@nn@PROTX2	ARF4	EGFR
29441:PROTX1@nsubj@constitute@dobj@%@prep_of@cases@nn@PROTX2	breast cancer	breast cancer
29462:PROTX1@prep_between@demonstrated@prep_in@carcinomas@nn@PROTX2	TIMP3	breast
29472:PROTX1@amod@therapy@prep_in@PROTX2	long-term	breast cancer
29479:PROTX1@nsubjpass@correlated@prep_with@p=0.011@nn@PROTX2	CCND1	PTEN
29481:PROTX1@nn@)@nsubj@binds@xcomp@form@nsubj@PROTX2	CycK	Cdk12
29499:PROTX1@nsubjpass@found@nsubjpass@PROTX2	EGFR	HER2
29500:PROTX1@prep_of@therapy@nsubjpass@informed@agent@status@nn@PROTX2	breast cancer	HER2
29503:PROTX1@nn@)@nsubj@form@prep_of@PROTX2	AdCC	breast cancer
29515:PROTX1@prep_of@knockdown@nsubj@suppressed@dobj@induction@amod@PROTX2	HAS2	EGF-mediated
29516:PROTX1@nsubj@enhances@dobj@invasion@nn@PROTX2	HAS2	breast cancer
29523:PROTX1@nsubj@ER��@dobj@capabilities@nn@PROTX2	S100A7-overexpressing	breast cancer
29529:PROTX1@nsubj@genes@partmod@related@prep_to@carcinogenesis@nn@PROTX2	BRCA1	breast
29563:PROTX1@prep_of@Overexpression@nsubjpass@associated@prep_with@prognosis@prep_of@PROTX2	Prx5	breast cancer
29568:PROTX1@prep_of@Knockdown@nsubj@led@prep_to@expression@prep_of@PROTX2	GATA1	Prx5
29580:PROTX1@nsubj@regulates@dobj@PROTX2	GATA2	PTEN
29582:PROTX1@nn@)@nsubj@activates@dobj@transcription@nn@PROTX2	AR	PTEN
29584:PROTX1@nsubj@promotes@dobj@growth@nn@PROTX2	GATA2	breast cancer
29585:PROTX1@nn@site@dobj@mapped@prep_in@promoter@nn@PROTX2	GATA2-binding	PTEN
29594:PROTX1@nsubj@participates@prep_in@maintenance@prep_of@cells@nn@PROTX2	Hsp27	breast cancer
29598:PROTX1@nsubj@interacted@prep_with@PROTX2	terf	ZWINT
29599:PROTX1@amod@domain@prep_of@PROTX2	coiled-coil	terf
29600:PROTX1@prep_with@transfection@nsubj@decreased@dobj@proliferation@prep_of@cells@nn@PROTX2	terf	breast cancer
29602:PROTX1@nsubj@causes@dobj@degradation@prep_of@PROTX2	terf	ZWINT
29608:PROTX1@amod@increase@prep_in@PROTX2	1.8-fold	BRWD3
29609:PROTX1@nsubjpass@detected@prep_in@plasma@nn@PROTX2	THBS1	breast cancer
29629:PROTX1@prep_of@transcription@dobj@suppressing@prep_by@promoter@amod@binding@prep_to@PROTX2	EGFR	EGFR
29643:PROTX1@nn@transcriptome@prep_of@%@nsubjpass@correlated@prep_with@PROTX2	breast cancer	meta-PCNA
29670:PROTX1@nsubj@plays@dobj@role@prep_in@)@nn@PROTX2	BACH1	HR
29671:PROTX1@nsubj@stimulates@dobj@PROTX2	BACH1	HR
29705:PROTX1@nn@)@prep_between@investigated@prep_between@)@nn@PROTX2	PR	AR
29712:PROTX1@nsubj@phosphorylates@dobj@PROTX2	Src	SIAH2
29721:PROTX1@nsubjpass@associated@prep_with@3.@amod@PROTX2	SNP	II-IV
29736:PROTX1@nsubj@promotes@dobj@tumorigenesis@nn@PROTX2	ARC	breast
29739:PROTX1@nsubj@promotes@dobj@carcinogenesis@nn@PROTX2	ARC	breast
29750:PROTX1@prep_of@polymorphisms@nsubj@influence@prep_for@patients@nn@PROTX2	CYP2D6	breast cancer
29758:PROTX1@nsubj@received@dobj@)@nn@PROTX2	breast cancer	CEF
29763:PROTX1@prep_of@triggering@nsubj@regulate@dobj@expressions@prep_of@PROTX2	TLR4	TPM1
29766:PROTX1@nn@signaling@nsubj@promoted@dobj@arrest@prep_of@cells@nn@PROTX2	TLR4	breast cancer
29771:PROTX1@nsubj@accounts@prep_for@%@prep_of@PROTX2	breast cancer	breast cancer
29774:PROTX1@prep_of@inhibition@nsubj@improves@dobj@sensitivity@prep_in@cells@nn@PROTX2	mTOR	HER2-overexpressing
29784:PROTX1@nsubj@antagonizes@dobj@degradation@nn@PROTX2	TAZ	WWP1-mediated
29787:PROTX1@nsubj@interacted@prep_with@PROTX2	TAZ	KLF5
29788:PROTX1@nsubj@inhibited@dobj@interaction@nn@PROTX2	TAZ	WWP1-KLF5
29789:PROTX1@prep_of@Overexpression@nsubj@upregulated@dobj@levels@prep_of@PROTX2	TAZ	KLF5
29790:PROTX1@prep_of@depletion@nsubj@downregulated@dobj@levels@prep_of@PROTX2	TAZ	KLF5
29794:PROTX1@nsubj@promotes@dobj@growth@nn@PROTX2	TAZ	breast
29795:PROTX1@nn@)@nsubj@set@prep_of@PROTX2	breast cancer	breast cancer
29810:PROTX1@prep_of@translocalization@nsubjpass@synchronized@prep_with@expression@amod@PROTX2	YY1	WNT1
29824:PROTX1@prep_of@knockdown@nsubj@caused@prep_to@inhibitor@nn@PROTX2	RAD17	PARP
29834:PROTX1@nsubj@belongs@prep_to@proteins@nn@PROTX2	CREB-2	CREB
29855:PROTX1@nn@variants@prep_between@tissues@nn@PROTX2	AhR	breast
29867:PROTX1@nn@G80A/methionine@nsubj@synthase@dobj@A66G@nn@PROTX2	RFC1	MTRR
29881:PROTX1@nn@overexpression@nsubj@caused@dobj@proliferation@prep_of@cells@nn@PROTX2	Twist	breast
29888:PROTX1@nsubj@caused@dobj@activation@prep_of@factor@nn@PROTX2	SHH	Hh
29889:PROTX1@nsubj@contributor@prep_to@PROTX2	CYR61	Hh
29897:PROTX1@prep_of@Upregulation@nsubj@integrates@dobj@transcriptional@amod@PROTX2	FOXO3A	ATRA-dependent
29916:PROTX1@nn@status@prep_of@PROTX2	TP53	BCL2
29925:PROTX1@nn@)@nsubj@transporters@dobj@)@nn@PROTX2	ABC	breast cancer
29926:PROTX1@nsubj@isomerizes@dobj@PROTX2	Pin1	bond
29927:PROTX1@amod@overexpression@nsubj@promotes@dobj@activity@prep_of@cells@nn@PROTX2	Pin1	breast cancer
29933:PROTX1@nsubj@regulates@dobj@genes@prep_including@PROTX2	c-MYC	SCARB1
29936:PROTX1@prep_of@peptide@nsubj@interferes@prep_with@interaction@prep_between@PROTX2	SPARC	Bcl2
29956:PROTX1@nn@transcriptome@prep_of@characterization@nsubj@identifies@dobj@PROTX2	SRC-1	ADAM22
29978:PROTX1@nsubj@provided@prep_in@binding@nn@PROTX2	CITED2	ETV4
29980:PROTX1@nsubj@correlated@prep_in@samples@nn@PROTX2	ETV4	breast cancer
30003:PROTX1@nn@clones@nsubj@showed@dobj@phosphorylation@prep_of@PROTX2	SPRR3-overexpressing	MDM2
30004:PROTX1@amod@promoter@prep_in@PROTX2	BRCA1	breast cancer
30013:PROTX1@xsubj@differentiate@dobj@tumors@nn@PROTX2	PET	breast
30025:PROTX1@amod@binds@nsubj@(@dobj@)@nn@PROTX2	pro-cath-D	LRP1
30030:PROTX1@nsubj@inhibits@dobj@independently@nn@PROTX2	cath-D	LRP1
30031:PROTX1@nsubj@triggers@prep_by@PROTX2	cath-D	LRP1
30035:PROTX1@nsubj@rosuvastatin@dobj@length@prep_of@PROTX2	nM	ms
30047:PROTX1@nsubj@overexpressed@dobj@)@nn@PROTX2	562/i-S9	ABCB1
30052:PROTX1@nn@growth@prep_with@PROTX2	VEGF-A-independent	breast cancer
30059:PROTX1@nsubjpass@amplified@prep_with@PROTX2	TOP2A	DX
30076:PROTX1@nn@)@nsubj@partner@prep_of@PROTX2	Cul3	BRMS1
30077:PROTX1@xsubj@substrate@nsubjpass@ubiquitinated@agent@complex@nn@PROTX2	BRMS1	Cul3-SPOP
30078:PROTX1@prep_of@Knockdown@nsubj@increases@dobj@level@prep_of@protein@amod@PROTX2	SPOP	BRMS1
30079:PROTX1@prep_of@mechanism@nsubj@important@prep_for@progression@nn@PROTX2	BRMS1	breast cancer
30084:PROTX1@nsubj@miR-182@prep_in@cells@nn@PROTX2	DDX5	breast cancer
30090:PROTX1@prep_of@association@dobj@showed@prep_with@PROTX0@num@PROTX2	E2F1	MMP9
30116:PROTX1@nsubj@play@prep_in@progression@prep_of@PROTX2	PRMT2	breast cancer
30117:PROTX1@nn@)@nsubj@form@prep_of@PROTX2	breast cancer	breast cancer
30149:PROTX1@nn@expression@nsubj@affect@dobj@formation@prep_of@PROTX2	CYP3A5	N-DMT
30163:PROTX1@nsubj@promotes@dobj@invasion@prep_of@cells@nn@PROTX2	c-Myb	breast cancer
30170:PROTX1@amod@co-expression@prep_in@PROTX2	c-Myb	breast cancer
30197:PROTX1@nn@mutation@prep_of@Characterization@prep_in@line@nn@PROTX2	PTEN	MDA-MB-453
30208:PROTX1@prep_of@activity@nsubj@necessary@prep_for@transformation@nn@PROTX2	PAK1	PAK1-induced
30209:PROTX1@nsubj@activates@dobj@PROTX2	PAK1	MET
30212:PROTX1@amod@kinase@prep_in@PROTX2	ErbB2	breast cancer
30216:PROTX1@nsubj@reduced@dobj@PROTX2	sST2	ErbB2-induced
30219:PROTX1@nsubj@contributes@xcomp@PROTX2	sST2	breast cancer
30220:PROTX1@nn@concentrations@prep_of@elevation@nsubj@dependent@prep_on@)@nn@PROTX2	HSP	HSF1
30231:PROTX1@prep_between@Interplay@nsubj@influence@dobj@risk@prep_of@PROTX2	BRCA1	breast cancer
30233:PROTX1@nsubj@increase@dobj@risk@prep_of@PROTX2	BRCA1	breast cancer
30234:PROTX1@nn@encoding@nsubj@modifies@dobj@risk@nn@PROTX2	HMMR	breast cancer
30246:PROTX1@nn@inhibition@nsubj@sensitizes@dobj@cells@nn@PROTX2	WEE1	breast cancer
30248:PROTX1@prep_of@inhibition@nsubj@causes@dobj@death@prep_in@lines@nn@PROTX2	WEE1	breast cancer
30250:PROTX1@nn@inhibitor@prep_of@PROTX2	WEE1	WEE1
30254:PROTX1@nsubj@leading@prep_with@)@nn@PROTX2	HAS2	TAM
30256:PROTX1@amod@contribution@prep_to@PROTX2	CHEK2	breast cancer
30258:PROTX1@nsubj@encodes@prep_for@regulator@prep_of@PROTX2	CHEK2	BRCA1
30270:PROTX1@nsubj@inhibited@dobj@activity@amod@PROTX2	SPI-001	PPM1D
30282:PROTX1@prep_of@levels@nsubj@binds@prep_to@closure@amod@PROTX2	strumpellin	slow-down
30298:PROTX1@nn@line@prep_with@overexpression@prep_of@PROTX2	breast cancer	ABCB1
30303:PROTX1@nn@line@prep_with@overexpression@prep_of@PROTX2	breast cancer	ABCB1
30304:PROTX1@nsubj@cause@prep_in@patients@nn@PROTX2	ABCB1	breast cancer
30305:PROTX1@nn@)@nsubj@extends@prep_for@PROTX2	MDM2	Sp1
30314:PROTX1@nsubjpass@found@nsubjpass@PROTX2	ADAMTS1	CTGF
30315:PROTX1@nsubjpass@found@nsubjpass@PROTX2	CXCR4	FGF5
30321:PROTX1@prep_between@interaction@dobj@describe@dobj@PROTX2	BRCA1	GATA3
30349:PROTX1@prep_of@ability@xsubj@predict@dobj@mutations@nn@PROTX2	breast	BRCA1
30363:PROTX1@nsubj@factor@partmod@defining@dobj@tumors@nn@PROTX2	PBX1	breast
30367:PROTX1@nsubj@similar@prep_in@patients@nn@PROTX2	TGF-beta2	breast cancer
30368:PROTX1@amod@gene@prep_of@PROTX2	MUTYH	breast
30376:PROTX1@nn@OR@appos@)@nn@PROTX2	GSTT1	CI
30391:PROTX1@nn@combinations@dobj@identifies@prep_for@studies@nn@PROTX2	SNP	breast cancer
30394:PROTX1@nn@combinations@nsubj@showed@prep_with@)@nn@PROTX2	SNP	breast cancer
30396:PROTX1@nn@combinations@dobj@identify@prep_for@protection@nn@PROTX2	SNP	breast cancer
30398:PROTX1@nn@)@nsubj@autoregulates@dobj@expression@nn@PROTX2	IGF-IR	IGF-IR
30404:PROTX1@nsubj@stimulated@dobj@expression@amod@PROTX2	IGF-IR	IGF-IR
30414:PROTX1@amod@fibroblasts@nsubj@showed@dobj@loss@prep_of@)@nn@PROTX2	TFAM-deficient	Cav-1
30424:PROTX1@nsubjpass@associated@prep_with@box@nn@PROTX2	Inr	TATA
30433:PROTX1@amod@amplification@prep_in@PROTX2	EGFR	breast cancer
30466:PROTX1@amod@level@prep_in@PROTX2	CEACAM1	breast cancer
30469:PROTX1@prep_of@expression@nsubj@(@dobj@)@nn@PROTX2	tRNA	NSUN2
30478:PROTX1@nn@functions@dobj@found@prep_in@line@nn@PROTX2	TRIM29	breast
30520:PROTX1@prep_between@association@nsubj@contains@dobj@number@prep_of@sites@amod@PROTX2	Stat3	Stat3
30521:PROTX1@nsubj@regulate@dobj@migration@prep_of@cells@nn@PROTX2	Stat3	breast cancer
30523:PROTX1@nsubj@were@prep_in@PROTX2	breast cancer	sub-clusters
30526:PROTX1@nn@oncoprotein@nsubj@regulates@dobj@activity@amod@PROTX2	MUC1-C	M2
30529:PROTX1@nn@domain@nsubj@binds@prep_to@PROTX2	MUC1-C	PKM2
30533:PROTX1@amod@phosphorylation@prep_of@PROTX2	EGFR-mediated	MUC1-C
30535:PROTX1@nsubj@reveals@dobj@locus@prep_between@PROTX2	Meta-analysis	NOV
30539:PROTX1@dobj@downregulate@prep_with@PROTX2	EGFR	EGFR
30550:PROTX1@nsubj@genotype@prep_of@PROTX2	FGFR2	breast cancer
30552:PROTX1@prep_in@variation@nsubj@influences@dobj@risk@nn@PROTX2	FGFR2	breast cancer
30572:PROTX1@nsubj@mediates@dobj@expression@nn@PROTX2	GPER	Egr-1
30576:PROTX1@nsubj@mediates@dobj@expression@prep_of@)@amod@PROTX2	GPER	Egr-1
30587:PROTX1@prep_of@effects@prep_on@proliferation@nn@PROTX2	Runx2	breast cancer
30589:PROTX1@nsubj@had@dobj@diameter@prep_of@PROTX2	SPs	nm
30594:PROTX1@nsubj@binds@prep_to@PROTX2	CXCR7	CXCL12
30602:PROTX1@prep_of@silencing@nsubj@reduced@prep_by@PROTX2	MOF	FOXP3
30608:PROTX1@nsubj@metabolize@prep_in@absence@prep_of@reductase@nn@PROTX2	CYP2S1	P450
30613:PROTX1@nsubj@subtype@prep_of@PROTX2	breast cancer	breast cancer
30614:PROTX1@nsubj@differs@prep_from@PROTX2	breast cancer	breast cancer
30618:PROTX1@nsubj@promotes@prepc_by@competing@prep_with@PROTX2	TCTP	NUMB
30619:PROTX1@nsubj@inhibits@dobj@auto-ubiquitination@amod@PROTX2	TCTP	MDM2
30621:PROTX1@poss@action@dobj@neutralizing@prep_on@axis@nn@PROTX2	TCTP	MDM2-P53
30622:PROTX1@nsubj@underlie@dobj@relevance@prep_of@PROTX2	TCTP	TCTP
30626:PROTX1@prep_of@mutant@nsubj@abolished@dobj@phosphorylation@amod@PROTX2	Rac1	tRA-induced
30630:PROTX1@prep_of@loss@nsubj@predisposes@prep_to@cancers@nn@PROTX2	BRCA2	breast
30633:PROTX1@nn@ubiquitination@prep_of@PROTX2	Smurf1-mediated	RhoA
30635:PROTX1@nn@ubiquitination@prep_of@PROTX2	Smurf1-mediated	RhoA
30649:PROTX1@nsubj@contributes@xcomp@PROTX2	S100A7	breast cancer
30650:PROTX1@prep_of@Overexpression@nsubj@homologue@prep_in@cells@nn@PROTX2	S100A7	breast cancer
30651:PROTX1@nsubj@enhances@dobj@growth@nn@PROTX2	S100A7	breast
30670:PROTX1@prep_between@association@prep_between@(@nn@PROTX2	breast cancer	XRCC3
30681:PROTX1@prep_of@silencing@nsubj@abolished@dobj@behavior@prep_of@cells@nn@PROTX2	Snail	MCF7/5-FU
30690:PROTX1@amod@carriers@nsubj@have@dobj@risk@prep_for@)@nn@PROTX2	PALB2-mutation	breast cancer
30694:PROTX1@nsubj@have@dobj@role@prep_in@clustering@prep_of@PROTX2	PALB2	PC
30709:PROTX1@nsubj@promote@dobj@migration@prep_of@cells@nn@PROTX2	BMP4	breast cancer
30719:PROTX1@nsubj@have@dobj@effect@prep_on@line@nn@PROTX2	AEs	breast
30723:PROTX1@prep_of@%@nsubj@show@dobj@amplification@amod@PROTX2	breast cancer	ESR1
30746:PROTX1@nsubj@assay@amod@PROTX2	DX	RT-PCR-based
30748:PROTX1@nsubj@regulator@prep_of@PROTX2	NR2E3	ESR1
30749:PROTX1@nsubj@regulates@dobj@PROTX2	NR2E3	ESR1
30771:PROTX1@nsubj@maintains@dobj@balance@prep_between@epithelium@nn@PROTX2	ErbB3	breast
30772:PROTX1@nsubj@regulates@dobj@balance@prep_of@types@nn@PROTX2	ErbB3	breast
30782:PROTX1@prep_of@inactivation@dobj@identified@prep_on@PROTX2	Bad	ser-136
30783:PROTX1@nn@self-phosphorylation@nsubj@recruits@dobj@ligases@nn@PROTX2	EGFR	CBL
30785:PROTX1@prep_of@complex@prep_of@PROTX2	SCRIB	NOS1AP
30804:PROTX1@prepc_of@Modulation@nsubj@influences@dobj@sensitivity@amod@PROTX2	IFN-��	IFN-��
30807:PROTX1@xsubj@associated@prep_with@heterogeneity@prep_of@PROTX2	IFNGR1	breast cancer
30808:PROTX1@prep_of@expression@nsubj@repressed@dobj@expression@prep_of@PROTX2	AP-2��	IFNGR1
30813:PROTX1@nsubj@represses@dobj@expression@prep_of@)@nn@PROTX2	MTA1	RING
30815:PROTX1@amod@regulation@prep_of@PROTX2	MTA1	RNF144A
30816:PROTX1@nsubj@responsible@prep_for@migration@nn@PROTX2	RNF144A	MTA1-mediated
30817:PROTX1@prep_of@role@dobj@highlight@prep_in@migration@nn@PROTX2	RNF144A	MTA1-driven
30826:PROTX1@nsubjpass@overexpressed@prep_in@half@prep_of@PROTX2	Geminin	breast cancer
30827:PROTX1@nsubj@oncogene@nsubj@promotes@dobj@failure@prep_of@tumors@nn@PROTX2	geminin	breast
30839:PROTX1@num@interactions@dobj@inhibited@prep_with@PROTX2	E2F1	CDK2
30840:PROTX1@prep_of@expression@nsubj@prevented@dobj@arrest@prep_of@PROTX2	E2F1	CDK2
30842:PROTX1@nsubj@promotes@prep_in@cells@nn@PROTX2	ISG15	breast cancer
30843:PROTX1@nn@)@nsubj@elevated@prep_in@PROTX2	ISG15	breast cancer
30845:PROTX1@nsubj@promote@dobj@migration@nn@PROTX2	ISG15	breast cancer
30848:PROTX1@amod@silencing@prep_of@PROTX2	short-term	Hsp27
30861:PROTX1@nn@density@nsubj@)@prep_for@PROTX2	breast	breast cancer
30866:PROTX1@nsubjpass@associated@prep_with@risk@prep_including@PROTX2	KRAS-variant	breast cancer
30869:PROTX1@nn@proteins@nsubj@inhibitors@prep_of@binding@nn@PROTX2	RUNX2	RUNX2
30872:PROTX1@nsubj@downstream@prep_of@oncogene@amod@PROTX2	SIRT1	c-MYC
30873:PROTX1@prep_of@expression@nsubj@correlated@prep_with@levels@nn@PROTX2	c-MYC	SIRT1
30876:PROTX1@nsubj@enhances@dobj@activity@amod@PROTX2	NAMPT	SIRT1
30879:PROTX1@prep_of@inactivation@nsubj@enhanced@dobj@apoptosis@amod@PROTX2	SIRT1	c-MYC-induced
30881:PROTX1@prep_of@Depletion/inhibition@nsubj@correlated@prep_with@polyubiquitination@prep_of@PROTX2	SIRT1	c-Myc
30882:PROTX1@nsubj@activates@dobj@PROTX2	c-MYC	SIRT1
30883:PROTX1@nsubj@suppressed@prep_in@cells@prep_with@expression@amod@PROTX2	SIRT1	c-MYC
30891:PROTX1@nn@TM)@appos@)@nn@PROTX2	TAT-Mu	HER2
30898:PROTX1@nsubj@factor@prep_in@PROTX2	BRCA1	breast cancer
30912:PROTX1@nsubj@showed@prep_to@PROTX2	CLDN17	breast
30919:PROTX1@prep_of@Suppression@nsubj@evoked@dobj@reduction@prep_of@PROTX2	Met	VEGFA
30922:PROTX1@nsubj@repressor@prep_of@)@nn@PROTX2	HIC1	ADRB2
30923:PROTX1@nsubj@gene@prep_of@PROTX2	ADRB2	HIC1
30924:PROTX1@prep_of@stimulation@nsubj@increases@dobj@migration@prep_of@cells@amod@PROTX2	ADRB2	MDA-MB-231
30929:PROTX1@nn@genotyping@nsubj@defines@dobj@presence@prep_of@overload@nn@PROTX2	HFE	iron
30946:PROTX1@nsubjpass@deprived@prep_of@)@nn@PROTX2	breast cancer	PR
30965:PROTX1@nsubj@stimulates@dobj@invasion@nn@PROTX2	leptin	breast cancer
30969:PROTX1@nn@knockdown@nsubj@allowed@dobj@PROTX2	TIMP-2	leptin
30970:PROTX1@nsubj@utilizes@acomp@PROTX2	PDCD4	TIMP-2
30989:PROTX1@nn@polymorphism@nsubj@associated@dobj@risk@nn@PROTX2	ATM	breast cancer
31005:PROTX1@prep_of@Expression@nsubj@PROTX0@dobj@Upregulated@prep_for@Proto-Oncogene@nn@PROTX2	HER2	HER2
31016:PROTX1@prep_of@function@dobj@investigate@prep_in@)@nn@PROTX2	CDK10	BTC
31059:PROTX1@prep_of@development@nsubj@due@prep_to@PROTX2	breast cancer	SDS
31070:PROTX1@nn@mutation@nsubj@enhances@dobj@carcinogenesis@nn@PROTX2	APC	breast
31143:PROTX1@nn@)@nsubj@chemokine@dobj@)@amod@binding@prep_to@PROTX2	CCL19	CCR7
31145:PROTX1@nn@displays@nsubj@increased@dobj@activity@prep_of@PROTX2	breast cancer	CerS2
31151:PROTX1@nsubjpass@associated@prep_with@uninvolvement@amod@PROTX2	AR	nodal
31154:PROTX1@nsubj@shown@prep_with@PROTX2	EGFR	breast cancer
31156:PROTX1@nsubj@inhibits@dobj@degradation@nn@PROTX2	Brk	EGFR
31158:PROTX1@prep_of@elevation@nsubj@conferred@dobj@resistance@prep_of@cells@nn@PROTX2	Brk	breast cancer
31164:PROTX1@nn@subtype@nsubj@represents@dobj@one@prep_of@"entities@nn@PROTX2	breast cancer	breast cancer
31166:PROTX1@nn@)@nsubj@stage@prep_to@PROTX0@nn@PROTX2	SNP	IV
31177:PROTX1@nn@samples@nsubj@contained@dobj@NBT)@nn@PROTX2	breast	breast
31179:PROTX1@amod@specimens@prep_of@PROTX2	pre	breast cancer
31184:PROTX1@nsubj@induced@dobj@secretion@prep_of@�@nn@PROTX2	IGF-IR	TNF-
31204:PROTX1@nsubj@kinase@dobj@phosphorylation@nn@PROTX2	Fer	STAT3
31207:PROTX1@prep_of@inhibition@nsubj@altered@dobj@profile@prep_of@cells@amod@PROTX2	ACC	3T3-Src
31209:PROTX1@prep_of@inhibition@nsubj@reduced@dobj@ability@prep_of@PROTX0@nn@PROTX2	ACC	MDA-MB-231
31216:PROTX1@nn@export@prep_of@N-terminal@nn@PROTX2	breast cancer	c-Jun
31228:PROTX1@nn@markedly@prep_of@downregulation@nsubj@attenuated@dobj@activity@prep_of@PROTX2	LRIG1	SM-164
31236:PROTX1@nn@mutations@nsubj@influence@dobj@risk@nn@PROTX2	PALB2	breast cancer
31243:PROTX1@nsubj@enhances@dobj@tumorigenesis@prep_of@cells@nn@PROTX2	D1	breast cancer
31245:PROTX1@nn@overexpression@nsubj@increases@dobj@aggressiveness@prep_of@cells@nn@PROTX2	PKD1	breast cancer
31253:PROTX1@nsubj@target@prep_for@immunotherapy@prep_of@PROTX2	env	breast cancer
31260:PROTX1@nn@over-expression@nsubj@promoted@dobj@EMT@nn@PROTX2	HDGF	breast cancer
31268:PROTX1@nsubj@regulates@dobj@functions@prep_of@cells@nn@PROTX2	FOXC1	breast cancer
31269:PROTX1@prep_of@effect@nsubjpass@mediated@agent@expression@prep_of@PROTX2	FOXC1	Pin1
31291:PROTX1@prep_of@Inhibition@nsubj@function@prep_by@(@nn@PROTX2	VPS4B	VPS4B
31310:PROTX1@amod@cytokines@prep_in@biology@prep_of@PROTX2	pro-inflammatory	breast cancer
31363:PROTX1@nsubj@regulates@prep_to@PROTX2	WWP1	CXCL12
31364:PROTX1@nn@PMD)@nsubj@factor@prep_for@PROTX2	breast	breast cancer
31366:PROTX1@nsubjpass@explored@prep_with@risk@prep_for@PROTX2	DPN	breast cancer
31372:PROTX1@nsubj@recapitulate@dobj@stages@prep_of@formation@nn@PROTX2	MCF-10A-series	breast cancer
31379:PROTX1@prep_of@Scavenging@nsubj@promotes@dobj@growth@prep_of@cells@nn@PROTX2	CXCL12	CXCR4-positive
31382:PROTX1@nn@scavenging@prep_of@PROTX2	CXCR7-dependent	CXCL12
31384:PROTX1@prep_of@staining@nsubj@showed@dobj@expression@prep_of@PROTX2	breast cancer	CXCR4
31386:PROTX1@prep_of@cases@dobj@modeled@prep_with@cells@nn@PROTX2	breast cancer	breast cancer
31397:PROTX1@prep_of@Regulation@dep@implications@prep_for@PROTX2	IMP3	breast cancer
31405:PROTX1@nsubj@effector@prep_of@migration@amod@PROTX2	IMP3	EGFR-mediated
31418:PROTX1@prep_of@Inhibition@nsubj@abrogates@dobj@phosphorylation@amod@PROTX2	Wnt1	leptin-stimulated
31430:PROTX1@nsubj@improve@dobj@discrimination@prep_between@carriers@nn@PROTX2	PR	BRCA1
31452:PROTX1@nsubj@suppressor@prep_in@PROTX2	RUNX3	breast cancer
31454:PROTX1@prep_of@Inactivation@nsubjpass@associated@prep_with@initiation@prep_of@PROTX2	RUNX3	breast cancer
31455:PROTX1@prep_of@overexpression@nsubj@inhibits@dobj@invasiveness@prep_of@cells@nn@PROTX2	RUNX3	breast cancer
31460:PROTX1@nsubj@catalyzes@dobj@conversion@prep_of@PROTX2	PTEN	PIP3
